NatEmis,DataYear,Province,Official_Institution_Name,Status,Sector,Type_DoE,Phase_PED,Specialisation,EIDistrict,EICircuit,OwnerLand,OwnerBuild,ExDept,Persal_PaypointNo,Persal_ComponentNo,ExamNo,ExamCentre,GIS_Long,GIS_Lat,DMunName,LMunName,Ward_ID,SP_Code,SP_Name,Addressee,Township_Village,Suburb,Town_City,StreetAddress,PostalAddress,Email,Telephone,Section21,Section21_Function,Quintile,NAS,NodalArea,Registration_Date,NoFeeSchool,Urban_Rural,Allocation,Demarcation_From,Demarcation_To,OldNATEMIS,NewNATEMIS,Learners2025,Educators2025
700401278,2025,GT,CALIBRE EDUCATION,OPEN,INDEPENDENT,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,JE001,3,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,,28.026676,-26.039183,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800106,798013014,BRYANSTON,ADAM NOEL DOBSON,BRYANSTON,SANDTON,SANDTON,"1, LIBERTAS ROAD, BRYANSTON, SANDTON, SANDTON",,,609600193,NO,NONE,N/A,,NOT APPLICABLE,45292,NO,URBAN,,GT,NOT MOVED,700401278,99,24,21
700401310,2025,GT,THE BRIDGE ASSISTED LEARNING SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,JE001,3,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,,28.063351,-26.089254,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800103,798013026,MORNINGSIDE,RENIE SUTHERLAND,MORNINGSIDE,SANDTON,SANDTON,"3, MIDDLE ROAD, MORNINGSIDE, SANDTON, SANDTON",,,100560936,NO,NONE,N/A,,NOT APPLICABLE,45658,NO,URBAN,,GT,NOT MOVED,700401310,99,,
700401311,2025,GT,CURRO BARLOW PARK,OPEN,INDEPENDENT,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,JE001,3,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,,28.078996,-26.099427,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800091,798013052,BARLOW PARK,BONGANI  HLOPHE,BARLOW PARK,SANDTON,SANDTON,"180, KATHERINE STREET, BARLOW PARK, SANDTON, SANDTON",,,872847141,NO,NONE,N/A,,NOT APPLICABLE,45658,NO,URBAN,,GT,NOT MOVED,700401311,99,170,9
700401315,2025,GT,MAYIBUYE HIGH SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,JE001,3,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,99,99,,,28.163097,-26.033306,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800110,798009001,MAYIBUYE SP,,COMMERCIA EXT. 34,MAYIBUYE,MIDRAND,"1406, THERESA STREET, COMMERCIA EXT. 34, MAYIBUYE, MIDRAND",,,99,NO,NONE,Q2,,NOT APPLICABLE,45658,YES,URBAN,1754,GT,NOT MOVED,700401315,99,,
700401332,2025,GT,ALEXANDRA HIGH SCHOOL NO.3,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,JE001,2,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,99,99,,,28.107346,-26.099706,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800105,798014008,EAST BANK,,ALEXANDRA,SANDTON,JOHANNESBURG,"165, 12TH AVENUE, ALEXANDRA, SANDTON, JOHANNESBURG",,,99,NO,NONE,Q2,,NOT APPLICABLE,45658,YES,URBAN,1754,GT,NOT MOVED,700401332,99,606,6
700401336,2025,GT,FACHS INTERNATIONAL COLLEGE,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,JE001,3,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,,28.115685,-26.00623,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800132,798004028,VORNA VALLEY,NHAMO TAPERA,VORNA VALLEY,MIDRAND,MIDRAND,"2023, GREGORY AVENUE, VORNA VALLEY, MIDRAND, MIDRAND",,,108002902,NO,NONE,N/A,,NOT APPLICABLE,45658,NO,URBAN,,GT,NOT MOVED,700401336,99,28,5
700401347,2025,GT,SPARK RIVONIA,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,JE001,3,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,,28.059629,-26.054839,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800106,798013024,EDENBURG,PRESHANTI PILLAY,EDENBURG TERRACES,RIVONIA,SANDTON,", CNR RIVONIA BOULEVARD AND 10TH AVENUE, EDENBURG TERRACES, RIVONIA, SANDTON",,,105903211,NO,NONE,N/A,,NOT APPLICABLE,45658,NO,URBAN,,GT,NOT MOVED,700401347,99,1061,5
700401383,2025,GT,OCEANS PRIVATE SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,JE001,3,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,NOT APPLICABLE,28.124778,-25.995976,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,,798004018,HALFWAY HOUSE,,HALFWAY HOUSE,MIDRAND,MIDRAND,"31, DE WINNAAR STREET, HALFWAY HOUSE, MIDRAND, MIDRAND",,,99,NO,NONE,N/A,,NOT APPLICABLE,46023,NO,URBAN,,GT,NOT MOVED,700401383,99,,
700401382,2025,GT,ESSENTIALS GROUP OF SCHOOLS,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,JE001,3,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,NOT APPLICABLE,28.123354,-25.993886,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,,798004018,HALFWAY HOUSE,,HALFWAY HOUSE,MIDRAND,MIDRAND,"212, 	CNR AITKN AND ALEXANDRA STREETS, HALFWAY HOUSE, MIDRAND, MIDRAND",,,102240299,NO,NONE,N/A,,NOT APPLICABLE,46023,NO,URBAN,,GT,NOT MOVED,700401382,99,,
700401386,2025,GT,BRIGHT STARS ACADEMY,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,JE001,2,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,NOT APPLICABLE,28.086322,-26.148481,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,,798015052,HAWKINS ESTATE,S KGADIMONE,ORCHARDS,JOHANNESBURG,JOHANNESBURG,"357, LOUIS BOTHA AVENUE,  ORCHARDS, JOHANNESBURG, JOHANNESBURG",,,111402177,NO,NONE,N/A,,NOT APPLICABLE,46023,NO,URBAN,,GT,NOT MOVED,700401386,99,,
700401367,2025,GT,GENERATIONS SCHOOLS-TAROKO,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,JE001,3,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,NOT APPLICABLE,28.163298,-26.097732,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,,798015005,FOUNDERS HILL,S PARMAR,MODDERFONTEIN,EDENVALE,JOHANNESBURG,"2, HARLEY STREET, MODDERFONTEIN, EDENVALE, JOHANNESBURG",,,100132031,NO,NONE,N/A,,NOT APPLICABLE,46023,NO,URBAN,,GT,NOT MOVED,700401367,99,,
700121301,2025,GT,EMSHUKANTAMBO SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,JN001,1,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),910038,910038,8121301,,27.91184518,-26.26343083,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800025,798026068,PIMVILLE ZONE 1,KANYANE RICHARD MASEMOLA,PIMVILLE,SOWETO,SOWETO,"1574, MTHANGAI, PIMVILLE, SOWETO, SOWETO",PO BOX 366 PIMVILLE 1808,,119332223,YES,ACD,Q3,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700121301,99,1405,46
700121608,2025,GT,MUSI COMPREHENSIVE,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,JN001,1,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),910093,910093,8121608,,27.90719614,-26.26823694,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800022,798026070,PIMVILLE ZONE 7,WISEKA SYDWELL  MALULEKE,PIMVILLE ZONE 7,SOWETO,JOHANNESBURG,"5962, MODJADJI STREET, PIMVILLE ZONE 7, SOWETO, JOHANNESBURG",103 PIMVILLE 1809,,119331609,YES,ACD,Q5,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700121608,99,1621,53
700121715,2025,GT,PROGRESS COMPREHENSIVE SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY & TECHNICAL,JN001,1,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),910108,910108,8121715,,27.89509936,-26.27290939,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800022,798026072,PIMVILLE ZONE 4,CAROLINE  MONAGENG,PIMVILLE,SOWETO,JOHANNESBURG,"3898, MOGAGANE, PIMVILLE, SOWETO, JOHANNESBURG",38543 BOOYSENS 2016,,119332585,YES,ACD,Q4,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700121715,99,1464,47
700121798,2025,GT,THABA-JABULA SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,JN001,1,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),910127,910127,8121798,,27.91603,-26.257965,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800025,798026043,KLIPSPRUIT,MMBULAHENI KENNETH MPHUMA,KLIPSRUIT,SOWETO,JOHANNESBURG,"10967, MBAMBISA, KLIPSRUIT, SOWETO, JOHANNESBURG",2258 SOUTHDALE 2135,,825535883,YES,ACD,Q3,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700121798,99,1650,60
700130062,2025,GT,JOHANNESBURG SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY & TECHNICAL,JN001,2,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),910065,910065,8130062,,27.99922448,-26.20513013,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800058,798015131,HOMESTEAD PARK,ANNY MOHALE,HOMESTEAD PARK,,JOHANNESBURG,"1, PANCRAS ROAD, HOMESTEAD PARK, , JOHANNESBURG",P.O.BOX 42837 FORDSBURG 2033,,118392758,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700130062,99,1199,43
700130260,2025,GT,DEUTSCHE SCHULE JOHANNESBURG,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,JN001,3,INDEPENDENT,INDEPENDENT,HOUSE OF ASSEMBLY(HOA),99,99,,,28.01887098,-26.17900834,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800087,798015067,PARKTOWN,PRISKA  DOERING,,PARKTOWN,JOHANNESBURG,"11, 11 SANS SOUCI ROAD, , PARKTOWN, JOHANNESBURG",P.O. BOX 91005 AUCKLAND PARK 2006,,117266220,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700130260,99,845,72
700130427,2025,GT,GREENSIDE HIGH SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,JN001,3,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),910050,910050,8130427,,28.01743376,-26.15204752,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800087,798016063,GREENSIDE,CRAIG  STRAUSS,GREENSIDE,,JOHANNESBURG,"1, GEERS AVE, GREENSIDE, , JOHANNESBURG",P.O. BOX 84042 GREENSIDE 2034,,116460113,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700130427,99,992,69
700130559,2025,GT,HOËR TEGNIESE SKOOL LANGLAAGTE,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY & TECHNICAL,JN001,2,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),910054,910054,8130559,,27.99148247,-26.20304638,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800058,798015130,PAARLSHOOP,TERENCE MOLEFE,LANGLAAGTE,LANGLAAGTE,JOHANNESBURG,"56, CNR KRUGER AND DU TOIT STREETS, LANGLAAGTE, LANGLAAGTE, JOHANNESBURG",PRIVATE BAX X1 LANGLAAGTE 2102,,118378577,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700130559,99,910,33
700130971,2025,GT,MCAULEY HOUSE SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,JN001,3,INDEPENDENT,INDEPENDENT,HOUSE OF ASSEMBLY(HOA),99,99,8130971,,28.019012,-26.180806,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800087,798015067,PARKTOWN,ZEZA MARIA JOSE DE ABREU,,PARKTOWN WEST,JOHANNESBURG,"1, NAPIER ROAD, , PARKTOWN WEST, JOHANNESBURG",P.O. BOX 91008 AUCKLAND PARK 2006,,117261310,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700130971,99,734,45
700131136,2025,GT,PARKTOWN GIRLS' HIGH SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,JN001,3,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),910103,910103,8131136,,28.022087,-26.156739,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800087,798016082,PARKVIEW,GAIL DAVIDSON,PARKVIEW,,JOHANNESBURG,"55, TYRONE AVENUE, PARKVIEW, , JOHANNESBURG",,,115935900,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700131136,99,1105,73
700131367,2025,GT,ROOSEVELT HIGH SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,JN001,3,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),910118,910118,8131367,,27.9957581,-26.15502537,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800088,798016078,EMMARENTIA,CRISTEL  VENTER,ROOSEVELT PARK EXT.1,JN001,JOHANNESBURG,"1, THIBAULT STEET, ROOSEVELT PARK EXT.1, JN001, JOHANNESBURG",PO BOX  48927 ROOSEVELT PARK 2129,,728303176,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700131367,99,1883,83
700131631,2025,GT,THE JAPANESE SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,INTERMEDIATE SCHOOL,ORDINARY,JN001,3,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,,27.998812,-26.150632,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800088,798016078,EMMARENTIA,IKUHIRO  WATASHIMA,,EMMARENTIA,JOHANNESBURG,"12, CALEDON STREET, , EMMARENTIA, JOHANNESBURG",PO BOX 44209 LINDEN 2104,,118881530,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700131631,99,20,10
700131961,2025,GT,BONA COMPREHENSIVE SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY & TECHNICAL,JN001,1,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),910020,910020,8131961,,27.91766125,-26.24654711,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800030,798026042,POWER PARK,YOLANDA MMATSELA  MAHALEFA,ORLANDO,SOWETO,JOHANNESBURG,"6603, MADLALA, ORLANDO, SOWETO, JOHANNESBURG",80 ORLANDO ORLANDO 1804,,100237832,YES,ACD,Q3,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700131961,99,1033,36
700131979,2025,GT,BOPHELO-IMPILO PRIVATE,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,JN001,2,INDEPENDENT,INDEPENDENT,DEPARTMENT OF EDUCATION & TRAINING(DET),99,99,8131979,,28.0118106,-26.20761642,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800058,798015127,MAYFAIR,JEANETTE  SALI,,JOHANNESBURG,JOHANNESBURG,"2611, CNR. 11TH AVENUE AND CHURCH STREET, , JOHANNESBURG, JOHANNESBURG",24 CROWN MINES 2092,,118379016,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700131979,99,189,21
700132332,2025,GT,JOB RATHEBE SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,JN001,2,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),910064,910064,,,27.933634,-26.238786,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800028,798026037,ORLANDO EAST,SIPHO JOSEPH NDLOVU,ORLANDO EAST,SOWETO,JOHANNESBURG,"1724, THIBEDI STREET, ORLANDO EAST, SOWETO, JOHANNESBURG",P.O. BOX 14 ORLANDO 1804,,119354742,YES,ACD,Q3,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700132332,99,769,28
700132449,2025,GT,LOFENTSE GIRLS HIGH SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,JN001,2,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),910084,910084,8132449,,27.92793632,-26.22756679,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800029,798026037,ORLANDO EAST,ROSETTA PONTSHO MOTSOKU,ORLANDO EAST,SOWETO,JOHANNESBURG,"6442, MOOKI, ORLANDO EAST, SOWETO, JOHANNESBURG",17 ORLADO EAST 1804,,119353842,YES,ACD,Q3,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700132449,99,1416,47
700132670,2025,GT,ORLANDO SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,JN001,2,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),910101,910101,8132670,,27.92646761,-26.23075333,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800031,798026037,ORLANDO EAST,THOZAMA FAITH MRWETYANA,SOWETO,JOHANNESBURG,JOHANNESBURG,"6502, MOOKI, SOWETO, JOHANNESBURG, JOHANNESBURG",X217 ORLANDO 1804,,119356048,YES,ACD,Q3,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700132670,99,860,30
700132852,2025,GT,ROBIN HOOD ACADEMY,OPEN,INDEPENDENT,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,JN001,3,INDEPENDENT,INDEPENDENT,DEPARTMENT OF EDUCATION & TRAINING(DET),99,99,,,27.931084,-26.080204,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800134,798016020,SUNDOWNER,LUCKEN  MANIRAM,HONEYDEW LIFESTYLE ESTATE,HONEYDEW,RANDBURG,"1, BOUNDARY ROAD, HONEYDEW LIFESTYLE ESTATE, HONEYDEW, RANDBURG",P.O.BOX 7547 JOHANNESBURG 2000,,677290735,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700132852,99,111,16
700132902,2025,GT,SELELEKELA SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,JN001,2,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),910121,910121,8132902,,27.924397,-26.23062,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800031,798026037,ORLANDO EAST,LEBOHANG MARIA LEKGOATHI,ORLANDO EAST,SOWETO,JOHANNESBURG,"6457, MOOKI STREET, ORLANDO EAST, SOWETO, JOHANNESBURG",31 ORLANDO EAST 1804,,825575026,YES,ACD,Q3,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700132902,99,963,42
700133314,2025,GT,ZIFUNELENI JUNIOR SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,JN001,1,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),910145,910145,,,27.915864,-26.245752,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800030,798026042,POWER PARK,MOGABANE MOOKETSI  MOKUA,ORLANDO EAST,SOWETO,JOHANNESBURG,"6602, MADLALA STREET, ORLANDO EAST, SOWETO, JOHANNESBURG",453 ORLANDO 1804,,117493113,YES,ACD,Q3,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700133314,99,566,27
700133348,2025,GT,NEW NATION SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,JN001,2,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),910005,99,8133348,,28.017996,-26.191273,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800058,798015102,JAN HOFMEYER,SHADRACK MOHLALA,VREDEDORP,MAYFAIR NORTH,JOHANNESBURG,"1, CNR 1ST & DELAREY STREET, VREDEDORP, MAYFAIR NORTH, JOHANNESBURG",1119 CROWN MINE MAYFAIR 2025,,104476629,YES,ACD,Q5,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700133348,99,665,41
700133769,2025,GT,JOHANNESBURG MUSLIM SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,JN001,3,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,8133769,,27.987963,-26.19157,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800058,798015104,CROSBY,RUKHAYYA ABDULLA,CROSBY,JOHANNESBURG,JOHANNESBURG,"43, FOYLE AVENUE,  CROSBY, JOHANNESBURG, JOHANNESBURG",P O BOX 216 CROWN MINES 2025,,118382559,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700133769,99,752,60
700133976,2025,GT,RADLEY PRIVATE SCHOOL PRIMARY SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,JN001,4,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,8159000,,27.992208,-26.078698,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800104,798016034,FERNDALE,CHARNE LORRAINE  DE GOUVEIA,FERNDALE,FERNDALE,RANDBURG,"431, ELGIN AVENUE, FERNDALE, FERNDALE, RANDBURG",PO BOX 693 Ferndale 2125,,117813647,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700133976,99,113,10
700140038,2025,GT,CHRIS J BOTHA SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,JN001,3,PUBLIC,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),910026,910026,8140038,,27.96016502,-26.18916665,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800082,798016092,BOSMONT,ROBERT  BLEND,BOSMONT,JOHANNESBURG,JOHANNESBURG,"1, GRIFFITH ROAD, BOSMONT, JOHANNESBURG, JOHANNESBURG",P.O.BOX 114 MARAISBURG 2104,,114742389,YES,ACD,Q5,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700140038,99,966,30
700140053,2025,GT,CORONATIONVILLE SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,JN001,3,PUBLIC,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),910028,910028,8140053,,27.97676158,-26.19397673,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800069,798015105,CORONATIONVILLE,BERNARD GENTLE,CORONATIONVILLE,JOHANNESBURG,JOHANNESBURG,"555, HAMONY & REVERSDALE STREET, CORONATIONVILLE, JOHANNESBURG, JOHANNESBURG",PRIVATE BAG X 3 WIBSEY 1717,,100237239,YES,ACD,Q4,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700140053,99,812,29
